date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:39:43	56077/56077	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-3/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_3/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:39:43	142296/142296	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-4/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_4/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:39:44	7141/7141	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/work-5.html	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/WORK_5.HTM	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:39:44	153782/153782	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-5/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_5/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:39:44	6118/6118	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/work-6.html	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/WORK_6.HTM	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:39:45	215976/215976	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-6/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_6/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:39:45	7404/7404	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/work-7.html	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/WORK_7.HTM	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:39:45	232675/232675	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-7/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_7/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:39:46	6029/6029	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/work-9.html	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/WORK_9.HTM	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:39:46	135287/135287	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-9/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_9/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:39:47	9030/9030	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/single-blog.html	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/SINGLE_B.HTM	(from https://html.tavonline.co/hagen/without-wrapper/blog.html)
12:39:47	114060/114060	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/blog-2.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BLOG_2.JPG	(from https://html.tavonline.co/hagen/without-wrapper/blog.html)
12:39:48	10756816/10756816	---M--	200	added ('OK')	video/mp4	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-8/video.mp4	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_8/VIDEO.MP4	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:39:50	149396/149396	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/blog-3.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BLOG_3.JPG	(from https://html.tavonline.co/hagen/without-wrapper/blog.html)
12:39:50	143704/143704	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/blog-1.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BLOG_1.JPG	(from https://html.tavonline.co/hagen/without-wrapper/blog.html)
12:39:51	485586/485586	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/bg.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BG.JPG	(from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
12:39:51	98954/98954	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/blog-5.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BLOG_5.JPG	(from https://html.tavonline.co/hagen/without-wrapper/blog.html)
12:39:52	65375/65375	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/blog-4.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BLOG_4.JPG	(from https://html.tavonline.co/hagen/without-wrapper/blog.html)
12:39:52	165895/165895	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/blog-6.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/BLOG_6.JPG	(from https://html.tavonline.co/hagen/without-wrapper/blog.html)
12:39:52	156/156	---MCZ	200	added ('OK')	text/plain	date:Sat,%2016%20Jul%202022%2007:12:42%20GMT	https://api.whatsapp.com/robots.txt		(from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:39:53	150295/150295	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jul%202022%2007:12:42%20GMT	https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0	C:/My%20Web%20Sites/J_without_wallpaper/API_WHA/SEND/INDEX6ED.HTM	(from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:39:53	111/111	---M-Z	200	added ('OK')	text/plain	date:Thu,%2019%20Sep%202019%2008:15:00%20GMT	https://maps.googleapis.com/robots.txt		(from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:39:53	117760/117760	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-1/02.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_1/02.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-1.html)
12:39:54	130980/130980	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-1/03.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_1/03.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-1.html)
12:39:54	136917/136917	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-2/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_2/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-2.html)
12:39:54	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Apr%202019%2005:54:56%20GMT	https://html.tavonline.co/hagen/without-wrapper/www.tavonline.net/emana	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/WWW_TAVO_NET/EMANA	(from https://html.tavonline.co/hagen/without-wrapper/work-2.html)
12:39:55	89355/89355	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-2/02.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_2/02.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-2.html)
12:39:55	68668/68668	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-2/03.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_2/03.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-2.html)
12:39:55	58624/58624	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-2/04.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_2/04.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-2.html)
12:39:56	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Apr%202019%2005:54:56%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-2/06.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_2/06.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-2.html)
12:39:56	41945/41945	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-8/01.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_8/01.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-8.html)
12:39:57	32699/32699	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-8/02.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_8/02.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-8.html)
12:39:58	88116/88116	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-3/02.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_3/02.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-3.html)
12:39:58	52239/52239	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-4/02.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_4/02.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-4.html)
12:39:58	213928/213928	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-3/03.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_3/03.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-3.html)
12:40:00	33781/33781	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-4/03.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_4/03.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-4.html)
12:40:00	33623/33623	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-4/04.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_4/04.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-4.html)
12:40:01	126996/126996	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Apr%202022%2014:30:18%20GMT	https://html.tavonline.co/hagen/without-wrapper/images/works/work-4/05.jpg	C:/My%20Web%20Sites/J_without_wallpaper/HTML_TAV/HAGEN/WITHOUT_/IMAGES/WORKS/WORK_4/05.JPG	(from https://html.tavonline.co/hagen/without-wrapper/work-4.html)
